customer_id,address,order_id,order_dt,delivery_dt,payment_method,product_id,amount
9970004,Боровичи,53343,2020-07-09,2020-08-30,offline,11,40
3187735,Мытищи,76664,2021-05-28,2021-06-28,offline,14,24
4536632,Канск,12106,2020-05-19,2020-06-14,offline,15,12
7783672,Ленинск-Кузнецкий,75084,2022-11-25,2023-01-23,offline,3,33
9841663,Орск,17306,2022-09-25,2022-10-01,offline,5,13
9841663,Орск,17306,2022-09-25,2022-10-08,offline,5,13
7340071,Оренбург,70898,2021-11-15,2022-01-05,online,6,22
7340071,Оренбург,70898,2021-11-15,2021-12-18,online,6,22
8343389,Томск,18994,2021-09-08,2021-09-26,online,7,28
8343389,Томск,18994,2021-09-08,2021-10-05,online,7,28
9858259,Прокопьевск,73596,2020-03-20,2020-05-11,online,7,36
9955675,Владивосток,64208,2023-03-13,2023-04-02,offline,4,23
3187128,Братск,22534,2021-11-01,2021-12-29,offline,6,12
4631776,Анжеро-Судженск,44480,2022-06-02,2022-06-20,offline,3,8
4631776,Анжеро-Судженск,44480,2022-06-02,2022-07-04,offline,3,8
3508936,Кропоткин,85590,2021-11-23,2022-01-22,online,4,19
6235073,Верхняя Пышма,47336,2022-09-17,2022-09-20,offline,5,34
7637780,Сарапул,62123,2021-02-02,2021-03-16,online,3,48
7637780,Сарапул,62123,2021-02-02,2021-03-06,online,3,48
7637780,Сарапул,62123,2021-02-02,2021-03-23,online,3,48
7637780,Сарапул,62123,2021-02-02,2021-03-12,online,3,48
5875923,Дубна,37367,2020-06-21,2020-07-13,offline,6,21
3847672,Миасс,56203,2023-01-09,2023-03-08,offline,9,11
6371316,Шахты,9081,2021-01-29,2021-03-30,offline,11,35
6371316,Шахты,9081,2021-01-29,2021-02-18,offline,11,35
4812043,Щелково,32366,2022-02-20,2022-03-24,online,6,40
4494818,Смоленск,4166,2022-12-13,2022-12-17,offline,8,22
4641043,Анжеро-Судженск,83556,2021-08-09,2021-09-18,online,6,32
3669675,Симферополь,38877,2021-05-10,2021-06-06,offline,13,40
6515059,Белгород,82338,2020-09-27,2020-11-04,online,6,14
6515059,Белгород,82338,2020-09-27,2020-09-29,online,6,14
5202940,Свободный,88833,2023-02-15,2023-04-13,online,7,25
8157735,Волгодонск,63343,2021-07-07,2021-08-06,online,15,41
8157735,Волгодонск,63343,2021-07-07,2021-07-21,online,15,41
3730827,Лабинск,23950,2022-03-29,2022-05-10,offline,5,27
3730827,Лабинск,23950,2022-03-29,2022-04-07,offline,5,27
1757142,Батайск,18648,2020-06-09,2020-06-28,offline,10,40
1757142,Батайск,18648,2020-06-09,2020-06-20,offline,10,40
1757142,Батайск,18648,2020-06-09,2020-06-15,offline,10,40
517697,Краснодар,93611,2020-10-29,2020-12-14,online,5,32
517697,Краснодар,93611,2020-10-29,2020-12-15,online,5,32
517697,Краснодар,93611,2020-10-29,2020-12-05,online,5,32
517697,Краснодар,93611,2020-10-29,2020-12-15,online,5,32
3286151,Таганрог,98299,2022-01-01,2022-01-03,offline,10,25
1334341,Видное,67818,2023-04-28,2023-05-20,online,13,7
1334341,Видное,67818,2023-04-28,2023-06-11,online,13,7
1334341,Видное,67818,2023-04-28,2023-05-01,online,13,7
3488569,Тула,16852,2021-03-09,2021-04-08,online,3,34
3488569,Тула,16852,2021-03-09,2021-04-07,online,3,34
3488569,Тула,16852,2021-03-09,2021-04-08,online,3,34
7862603,Гатчина,18644,2021-08-12,2021-10-07,online,7,32
8195073,Новомосковск,41482,2021-11-07,2021-11-22,offline,10,31
5385017,Кунгур,39664,2020-01-17,2020-03-04,offline,1,40
2125342,Минусинск,84061,2020-05-10,2020-05-23,online,2,27
2125342,Минусинск,84061,2020-05-10,2020-07-04,online,2,27
2125342,Минусинск,84061,2020-05-10,2020-06-25,online,2,27
7946810,Тихорецк,91283,2022-01-28,2022-03-13,online,5,36
2498535,Когалым,66724,2022-02-05,2022-02-09,offline,7,25
4564013,Москва,77717,2022-08-20,2022-10-05,online,7,9
4564013,Москва,77717,2022-08-20,2022-09-06,online,7,9
3892795,Белогорск (Амурская область),39863,2021-05-09,2021-06-04,online,1,38
3892795,Белогорск (Амурская область),39863,2021-05-09,2021-06-08,online,1,38
3892795,Белогорск (Амурская область),39863,2021-05-09,2021-07-01,online,1,38
9020769,Тюмень,67087,2022-05-21,2022-07-17,offline,14,37
9020769,Тюмень,67087,2022-05-21,2022-06-20,offline,14,37
4147721,Буденновск,62228,2022-12-06,2022-12-14,offline,4,9
4147721,Буденновск,62228,2022-12-06,2022-12-12,offline,4,9
4147721,Буденновск,62228,2022-12-06,2022-12-10,offline,4,9
2067146,Волжский,75055,2021-01-10,2021-01-28,offline,6,1
7776169,Курган,50482,2022-03-13,2022-03-23,online,5,8
7776169,Курган,50482,2022-03-13,2022-04-25,online,5,8
3316103,Самара,5251,2020-12-28,2021-02-25,online,9,29
3316103,Самара,5251,2020-12-28,2021-01-25,online,9,29
2102900,Лыткарино,50972,2022-12-10,2023-01-22,online,6,47
2102900,Лыткарино,50972,2022-12-10,2023-01-09,online,6,47
4536683,Сургут,40914,2022-09-10,2022-09-15,offline,6,32
4536683,Сургут,40914,2022-09-10,2022-10-29,offline,6,32
7528079,Боровичи,96899,2022-08-17,2022-10-12,offline,13,6
2911210,Заречный,69264,2022-04-01,2022-04-16,online,2,43
455715,Тюмень,85122,2020-12-04,2020-12-17,offline,2,34
455715,Тюмень,85122,2020-12-04,2021-01-13,offline,2,34
1334341,Видное,91419,2022-03-13,2022-04-23,offline,3,38
4104376,Сочи,50556,2020-09-27,2020-10-01,offline,15,6
6109375,Новокузнецк,18530,2020-06-07,2020-08-06,offline,4,34
6086732,Новотроицк,22500,2022-03-05,2022-04-09,online,12,46
6086732,Новотроицк,22500,2022-03-05,2022-03-30,online,12,46
3699199,Сыктывкар,97860,2021-09-03,2021-09-27,offline,7,33
9525027,Севастополь,42519,2021-04-02,2021-05-25,offline,5,27
2033294,Кириши,19576,2021-04-09,2021-06-01,online,2,34
2033294,Кириши,19576,2021-04-09,2021-05-26,online,2,34
2033294,Кириши,19576,2021-04-09,2021-05-12,online,2,34
9767097,Якутск,80064,2023-01-15,2023-01-23,offline,7,34
9767097,Якутск,80064,2023-01-15,2023-02-28,offline,7,34
8596601,Зеленогорск,61426,2020-09-13,2020-11-03,offline,2,14
8596601,Зеленогорск,61426,2020-09-13,2020-09-23,offline,2,14
8596601,Зеленогорск,61426,2020-09-13,2020-09-23,offline,2,14
8376874,Ивантеевка,20063,2021-04-05,2021-04-20,online,1,17
8376874,Ивантеевка,20063,2021-04-05,2021-04-07,online,1,17
7244925,Воткинск,37552,2020-02-19,2020-02-21,online,6,18
7244925,Воткинск,37552,2020-02-19,2020-03-30,online,6,18
9358854,Ачинск,80291,2021-08-19,2021-10-06,offline,11,3
3699199,Сыктывкар,60671,2021-06-27,2021-06-29,offline,2,4
8686227,Жуковский,15079,2022-08-27,2022-10-19,online,3,24
4036724,Шахты,6587,2021-12-06,2021-12-27,online,11,48
4036724,Шахты,6587,2021-12-06,2022-01-17,online,11,48
6922838,Альметьевск,10014,2023-04-22,2023-04-25,offline,11,28
6922838,Альметьевск,10014,2023-04-22,2023-05-03,offline,11,28
6809972,Азов,48253,2020-02-08,2020-03-01,offline,5,49
6809972,Азов,48253,2020-02-08,2020-03-05,offline,5,49
1759350,Гудермес,87252,2020-01-08,2020-01-12,offline,9,6
6397165,Хасавюрт,56666,2022-11-14,2022-12-27,offline,9,14
6397165,Хасавюрт,56666,2022-11-14,2022-12-31,offline,9,14
6397165,Хасавюрт,56666,2022-11-14,2023-01-04,offline,9,14
6929364,Мичуринск,27555,2022-02-03,2022-02-18,online,14,19
449278,Стерлитамак,46695,2021-09-06,2021-10-02,offline,6,3
9767097,Якутск,30197,2020-02-28,2020-04-20,online,2,18
9767097,Якутск,30197,2020-02-28,2020-03-04,online,2,18
3699199,Сыктывкар,97860,2021-09-03,2021-09-27,offline,4,10
105077,Абакан,76829,2022-04-19,2022-05-14,offline,12,1
105077,Абакан,76829,2022-04-19,2022-06-02,offline,12,1
5937818,Ногинск,22108,2020-11-23,2021-01-19,offline,7,31
5937818,Ногинск,22108,2020-11-23,2020-12-24,offline,7,31
6908036,Ярославль,31981,2020-10-31,2020-11-10,online,2,36
8042250,Дубна,51378,2020-02-18,2020-02-24,online,13,6
8042250,Дубна,51378,2020-02-18,2020-04-02,online,13,6
4451659,Первоуральск,932,2022-07-15,2022-08-26,online,7,4
4451659,Первоуральск,932,2022-07-15,2022-08-23,online,7,4
4451659,Первоуральск,932,2022-07-15,2022-08-04,online,7,4
4451659,Первоуральск,932,2022-07-15,2022-07-24,online,7,4
113347,Черкесск,47443,2023-04-26,2023-05-26,online,8,18
8343389,Томск,38681,2020-12-13,2020-12-25,online,7,31
8343389,Томск,38681,2020-12-13,2021-01-15,online,7,31
4775564,Чита,24594,2022-10-24,2022-11-25,online,15,31
4775564,Чита,24594,2022-10-24,2022-11-07,online,15,31
4775564,Чита,24594,2022-10-24,2022-11-02,online,15,31
4147721,Буденновск,19817,2020-12-16,2020-12-22,online,1,36
4147721,Буденновск,19817,2020-12-16,2021-01-28,online,1,36
8211030,Асбест,85059,2020-08-26,2020-09-07,offline,9,9
8211030,Асбест,85059,2020-08-26,2020-09-19,offline,9,9
1089729,Волгоград,78752,2022-05-30,2022-06-11,online,2,33
2215761,Владикавказ,65271,2020-08-08,2020-08-27,offline,4,14
2215761,Владикавказ,65271,2020-08-08,2020-09-25,offline,4,14
2215761,Владикавказ,65271,2020-08-08,2020-08-13,offline,4,14
6922838,Альметьевск,27415,2022-05-07,2022-06-01,offline,4,14
2769270,Екатеринбург,50469,2020-03-22,2020-05-13,online,15,6
4536632,Канск,85498,2020-04-30,2020-06-23,online,13,34
4536632,Канск,85498,2020-04-30,2020-06-27,online,13,34
4536632,Канск,85498,2020-04-30,2020-05-02,online,13,34
6811586,Апатиты,36011,2021-12-12,2022-01-15,offline,4,48
6811586,Апатиты,36011,2021-12-12,2022-01-07,offline,4,48
6811586,Апатиты,36011,2021-12-12,2022-01-06,offline,4,48
6811586,Апатиты,36011,2021-12-12,2021-12-22,offline,4,48
3187735,Мытищи,22457,2020-12-06,2021-01-13,offline,12,1
339581,Александров,32260,2021-11-03,2021-11-15,offline,4,43
1436524,Кострома,42617,2022-12-03,2023-01-01,online,2,9
1436524,Кострома,42617,2022-12-03,2023-01-24,online,2,9
2893413,Керчь,91829,2020-04-06,2020-04-27,online,10,33
9785684,Ижевск,18956,2020-01-05,2020-01-27,online,2,33
404164,Брянск,88144,2020-08-27,2020-10-13,online,12,32
4773017,Бийск,60470,2020-10-01,2020-10-19,online,13,4
4773017,Бийск,60470,2020-10-01,2020-11-30,online,13,4
4773017,Бийск,60470,2020-10-01,2020-11-20,online,13,4
6139190,Арсеньев,93587,2021-10-29,2021-11-04,online,6,50
400916,Ессентуки,7412,2021-08-13,2021-09-12,offline,12,23
400916,Ессентуки,7412,2021-08-13,2021-09-08,offline,12,23
400916,Ессентуки,7412,2021-08-13,2021-09-18,offline,12,23
7081465,Сочи,36759,2022-03-19,2022-04-16,online,10,13
4909710,Арсеньев,20228,2021-07-06,2021-07-21,offline,4,9
7830975,Магадан,86215,2021-12-12,2022-02-07,online,4,17
7830975,Магадан,86215,2021-12-12,2022-01-13,online,4,17
1860821,Шуя,5119,2022-12-06,2023-01-22,online,1,18
1860821,Шуя,5119,2022-12-06,2022-12-12,online,1,18
6080668,Выборг,21266,2020-07-25,2020-08-01,online,5,40
6022622,Красноярск,55509,2022-02-14,2022-02-17,online,6,10
2996899,Фрязино,8728,2021-03-21,2021-03-25,online,3,50
9020769,Тюмень,79025,2021-12-02,2022-01-11,offline,1,47
8175869,Феодосия,61736,2020-07-20,2020-07-21,offline,9,42
113347,Черкесск,9948,2022-10-21,2022-10-30,offline,14,4
113347,Черкесск,9948,2022-10-21,2022-11-15,offline,14,4
113347,Черкесск,9948,2022-10-21,2022-10-31,offline,14,4
113347,Черкесск,9948,2022-10-21,2022-11-02,offline,14,4
2794874,Железногорск (Красноярский край),4798,2021-01-11,2021-01-16,offline,4,19
4161982,Майкоп,93884,2022-02-12,2022-03-09,offline,15,44
4161982,Майкоп,93884,2022-02-12,2022-02-18,offline,15,44
4161982,Майкоп,93884,2022-02-12,2022-04-12,offline,15,44
2546847,Кстово,22376,2022-09-11,2022-10-07,offline,13,9
2522296,Электросталь,45010,2022-11-10,2023-01-09,online,5,32
2522296,Электросталь,45010,2022-11-10,2022-11-18,online,5,32
2522296,Электросталь,45010,2022-11-10,2022-12-11,online,5,32
4617094,Вольск,94398,2021-09-13,2021-10-16,offline,4,30
4617094,Вольск,94398,2021-09-13,2021-09-30,offline,4,30
9358854,Ачинск,72847,2020-04-09,2020-04-20,online,10,17
2911210,Заречный,67785,2020-01-23,2020-01-26,online,10,3
4141232,Клинцы,70705,2020-08-19,2020-09-28,online,9,44
1788676,Ишим,95118,2021-11-07,2021-12-20,online,8,37
1788676,Ишим,95118,2021-11-07,2021-12-23,online,8,37
1788676,Ишим,95118,2021-11-07,2021-11-25,online,8,37
1788676,Ишим,95118,2021-11-07,2021-11-08,online,8,37
3258133,Томск,7326,2021-12-24,2022-01-12,offline,4,12
3258133,Томск,7326,2021-12-24,2022-01-10,offline,4,12
5025416,Невинномысск,3264,2020-04-19,2020-05-09,offline,7,10
9444547,Егорьевск,27790,2023-02-21,2023-04-08,online,11,14
2140545,Лениногорск,22841,2021-12-17,2022-02-02,online,11,43
7783672,Ленинск-Кузнецкий,51481,2022-06-18,2022-08-07,online,10,23
9399964,Глазов,20363,2023-03-07,2023-04-15,online,8,13
3423229,Артем,16558,2021-09-24,2021-10-03,offline,11,50
3423229,Артем,16558,2021-09-24,2021-10-07,offline,11,50
3896175,Кисловодск,12011,2023-03-10,2023-04-13,online,9,3
3896175,Кисловодск,12011,2023-03-10,2023-03-17,online,9,3
6520695,Великий Новгород,38684,2021-10-13,2021-11-07,offline,7,38
1338867,Усолье-Сибирское,41736,2021-11-13,2021-12-13,online,11,17
1338867,Усолье-Сибирское,41736,2021-11-13,2021-11-22,online,11,17
9589575,Серов,61149,2022-12-22,2023-01-14,offline,2,30
6929364,Мичуринск,27555,2022-02-03,2022-02-18,online,7,45
3363037,Новочебоксарск,35305,2021-07-01,2021-07-23,online,11,39
5430901,Дербент,43329,2021-08-01,2021-08-20,online,6,26
9530444,Краснокаменск,10366,2020-11-05,2020-12-26,online,12,45
9530444,Краснокаменск,10366,2020-11-05,2020-12-01,online,12,45
9530444,Краснокаменск,10366,2020-11-05,2020-12-14,online,12,45
3656851,Ейск,36718,2022-06-14,2022-06-22,offline,13,12
9941395,Тихвин,64427,2020-02-05,2020-03-26,offline,10,16
9941395,Тихвин,64427,2020-02-05,2020-03-10,offline,10,16
6515059,Белгород,82338,2020-09-27,2020-11-04,online,10,27
6515059,Белгород,82338,2020-09-27,2020-09-29,online,10,27
2102900,Лыткарино,50972,2022-12-10,2023-01-22,online,3,49
2102900,Лыткарино,50972,2022-12-10,2023-01-09,online,3,49
4954842,Ишимбай,93213,2021-02-28,2021-04-20,offline,7,5
4954842,Ишимбай,93213,2021-02-28,2021-03-17,offline,7,5
380443,Всеволожск,50326,2023-04-24,2023-05-01,online,2,14
9156814,Белорецк,28874,2022-03-28,2022-05-27,offline,3,5
9156814,Белорецк,28874,2022-03-28,2022-05-25,offline,3,5
6118259,Глазов,16340,2020-02-21,2020-04-01,offline,13,27
6118259,Глазов,16340,2020-02-21,2020-03-05,offline,13,27
3112132,Солнечногорск,71457,2020-10-17,2020-11-30,offline,8,4
1322312,Ржев,70207,2020-02-24,2020-03-29,offline,1,46
9622792,Белорецк,88926,2021-05-07,2021-05-23,offline,5,21
9622792,Белорецк,88926,2021-05-07,2021-05-17,offline,5,21
327660,Сызрань,16790,2021-09-13,2021-10-04,offline,6,14
327660,Сызрань,16790,2021-09-13,2021-11-11,offline,6,14
7728365,Северодвинск,64285,2021-09-19,2021-10-30,online,10,12
7000636,Абакан,16417,2021-03-19,2021-05-13,offline,13,40
7000636,Абакан,16417,2021-03-19,2021-04-09,offline,13,40
6408200,Горно-Алтайск,41149,2020-01-31,2020-03-28,offline,9,31
1939578,Брянск,33738,2022-05-09,2022-06-08,online,12,42
1939578,Брянск,33738,2022-05-09,2022-07-07,online,12,42
1939578,Брянск,33738,2022-05-09,2022-05-15,online,12,42
4536632,Канск,32423,2020-05-25,2020-07-15,online,1,7
4536632,Канск,32423,2020-05-25,2020-07-24,online,1,7
4536632,Канск,32423,2020-05-25,2020-06-27,online,1,7
9785684,Ижевск,48835,2022-01-02,2022-01-27,offline,12,25
4818421,Елец,30853,2020-05-20,2020-07-17,offline,14,25
4818421,Елец,30853,2020-05-20,2020-05-25,offline,14,25
8264228,Октябрьский,8696,2021-06-21,2021-07-08,offline,12,35
9858259,Прокопьевск,73596,2020-03-20,2020-05-11,online,6,1
4748490,Губкин,66503,2020-04-18,2020-04-22,online,11,2
4812043,Щелково,45094,2022-09-01,2022-10-01,online,2,32
7637780,Сарапул,74762,2021-05-29,2021-06-08,online,9,12
7637780,Сарапул,74762,2021-05-29,2021-06-16,online,9,12
972383,Вязьма,31823,2020-03-02,2020-04-04,offline,8,19
1436524,Кострома,16290,2020-11-03,2020-11-14,online,14,6
4259101,Воронеж,77626,2022-06-16,2022-08-03,offline,4,36
269301,Балашов,32527,2022-07-25,2022-07-26,offline,3,2
9863167,Губкин,10389,2022-05-20,2022-06-17,offline,1,5
7431664,Алексин,25395,2022-03-28,2022-05-09,online,3,11
7431664,Алексин,25395,2022-03-28,2022-05-10,online,3,11
7431664,Алексин,25395,2022-03-28,2022-04-04,online,3,11
9552296,Астрахань,70927,2021-09-05,2021-10-14,online,10,46
9552296,Астрахань,70927,2021-09-05,2021-09-06,online,10,46
4534342,Волгодонск,57452,2022-08-05,2022-09-20,offline,2,2
7586335,Красногорск,96390,2021-11-27,2022-01-22,offline,11,1
3286151,Таганрог,90079,2021-06-20,2021-08-19,offline,12,2
7637780,Сарапул,64445,2022-01-28,2022-03-29,online,4,15
7637780,Сарапул,64445,2022-01-28,2022-03-11,online,4,15
7637780,Сарапул,64445,2022-01-28,2022-03-28,online,4,15
8264228,Октябрьский,61220,2021-04-14,2021-06-12,online,8,6
1338867,Усолье-Сибирское,99348,2021-07-05,2021-07-17,online,8,28
3318448,Архангельск,92255,2021-06-23,2021-07-08,online,4,12
3318448,Архангельск,92255,2021-06-23,2021-06-25,online,4,12
9963256,Батайск,42649,2020-05-29,2020-06-06,online,15,4
6680279,Сальск,48569,2022-02-21,2022-03-22,offline,6,25
4641043,Анжеро-Судженск,29276,2021-01-22,2021-02-24,offline,6,45
1484345,Щекино,22063,2020-12-25,2021-01-22,offline,3,16
7728365,Северодвинск,64285,2021-09-19,2021-10-30,online,11,11
8112662,Пермь,42955,2021-11-18,2021-12-07,online,5,36
5186556,Каменск-Шахтинский,46026,2021-11-08,2022-01-05,offline,8,6
961260,Дмитров,40480,2020-05-14,2020-06-24,online,3,40
1125364,Иваново,96027,2022-07-15,2022-07-27,online,3,18
1125364,Иваново,96027,2022-07-15,2022-08-26,online,3,18
7528079,Боровичи,10506,2023-04-03,2023-05-08,offline,2,43
5955822,Калининград,9672,2021-09-11,2021-11-06,online,1,27
5955822,Калининград,9672,2021-09-11,2021-09-27,online,1,27
5955822,Калининград,9672,2021-09-11,2021-10-20,online,1,27
7830975,Магадан,88918,2020-05-20,2020-06-01,offline,9,26
1827107,Выкса,51949,2020-11-20,2020-12-20,online,14,16
1827107,Выкса,51949,2020-11-20,2020-12-17,online,14,16
1827107,Выкса,42411,2021-12-20,2021-12-23,online,3,5
1827107,Выкса,42411,2021-12-20,2022-01-02,online,3,5
4966258,Новый Уренгой,8686,2022-10-07,2022-12-01,online,13,27
4964488,Сосновый Бор,8645,2021-09-20,2021-11-18,online,10,50
4964488,Сосновый Бор,8645,2021-09-20,2021-11-04,online,10,50
4683435,Электросталь,97899,2022-05-17,2022-07-12,online,9,17
4683435,Электросталь,97899,2022-05-17,2022-06-16,online,9,17
4683435,Электросталь,97899,2022-05-17,2022-05-29,online,9,17
6177237,Ялта,52341,2021-07-15,2021-09-03,offline,2,18
6177237,Ялта,52341,2021-07-15,2021-08-12,offline,2,18
5907832,Анапа,49301,2022-04-27,2022-04-29,online,14,28
5907832,Анапа,49301,2022-04-27,2022-05-19,online,14,28
5907832,Анапа,49301,2022-04-27,2022-06-13,online,14,28
5665531,Нягань,87587,2022-03-17,2022-05-14,online,8,50
5665531,Нягань,87587,2022-03-17,2022-04-21,online,8,50
5199655,Санкт-Петербург,35916,2020-03-20,2020-03-21,online,5,26
7130090,Тверь,6716,2020-09-24,2020-09-28,offline,4,47
7130090,Тверь,6716,2020-09-24,2020-10-08,offline,4,47
4645602,Феодосия,9787,2020-09-26,2020-11-14,offline,3,31
5430901,Дербент,43329,2021-08-01,2021-08-20,online,15,36
7130090,Тверь,6716,2020-09-24,2020-09-28,offline,6,41
7130090,Тверь,6716,2020-09-24,2020-10-08,offline,6,41
3287460,Вологда,16715,2020-04-20,2020-05-02,offline,6,45
1083562,Нижневартовск,52422,2021-08-04,2021-08-28,offline,10,6
4906435,Тамбов,70805,2021-12-21,2022-01-16,online,9,28
8793286,Серов,56817,2022-11-01,2022-11-08,online,13,15
8793286,Серов,56817,2022-11-01,2022-11-15,online,13,15
8793286,Серов,56817,2022-11-01,2022-12-27,online,13,15
8793286,Серов,56817,2022-11-01,2022-11-17,online,13,15
3318448,Архангельск,92255,2021-06-23,2021-07-08,online,11,44
3318448,Архангельск,92255,2021-06-23,2021-06-25,online,11,44
2839353,Буденновск,13300,2021-11-18,2021-12-02,online,9,42
2839353,Буденновск,13300,2021-11-18,2022-01-15,online,9,42
1908237,Бугульма,96026,2022-06-17,2022-08-04,online,2,9
1838335,Железногорск (Красноярский край),23124,2022-06-20,2022-08-16,online,15,29
8887959,Чехов,44608,2022-12-02,2022-12-26,online,9,13
8887959,Чехов,44608,2022-12-02,2022-12-09,online,9,13
8887959,Чехов,44608,2022-12-02,2022-12-27,online,9,13
3881923,Свободный,86278,2021-10-24,2021-11-04,online,7,4
9767097,Якутск,41313,2022-01-29,2022-03-23,online,12,24
9767097,Якутск,12568,2021-05-21,2021-06-01,online,10,13
2911210,Заречный,67785,2020-01-23,2020-01-26,online,14,24
1757142,Батайск,59917,2023-02-21,2023-03-06,offline,14,1
3205971,Гусь-Хрустальный,98703,2020-11-18,2020-11-30,online,7,33
3205971,Гусь-Хрустальный,98703,2020-11-18,2020-12-28,online,7,33
1089729,Волгоград,41155,2021-03-26,2021-04-27,offline,8,46
1089729,Волгоград,41155,2021-03-26,2021-04-03,offline,8,46
1291926,Елабуга,76070,2022-06-27,2022-06-30,offline,15,33
1291926,Елабуга,76070,2022-06-27,2022-08-13,offline,15,33
4296424,Щекино,20848,2022-12-10,2023-01-16,online,11,17
4090948,Салават,13269,2021-09-21,2021-09-25,offline,14,8
4090948,Салават,13269,2021-09-21,2021-10-21,offline,14,8
7796294,Хасавюрт,55367,2021-06-27,2021-08-22,offline,8,31
4812043,Щелково,45094,2022-09-01,2022-10-01,online,13,32
1678715,Жуковский,87218,2021-07-12,2021-07-25,offline,9,11
1678715,Жуковский,87218,2021-07-12,2021-07-17,offline,9,11
1698098,Бийск,84113,2022-11-08,2022-11-10,offline,3,4
3892795,Белогорск (Амурская область),17228,2020-07-30,2020-09-14,online,5,35
2769270,Екатеринбург,50469,2020-03-22,2020-05-13,online,5,42
91618,Нальчик,57579,2020-04-29,2020-05-10,online,9,49
91618,Нальчик,57579,2020-04-29,2020-06-10,online,9,49
91618,Нальчик,57579,2020-04-29,2020-06-17,online,9,49
91618,Нальчик,57579,2020-04-29,2020-05-16,online,9,49
2733795,Видное,70691,2022-07-13,2022-08-19,offline,15,11
2733795,Видное,70691,2022-07-13,2022-07-19,offline,15,11
6888217,Кемерово,59236,2020-07-02,2020-07-08,offline,4,42
6888217,Кемерово,59236,2020-07-02,2020-08-26,offline,4,42
6888217,Кемерово,59236,2020-07-02,2020-08-29,offline,4,42
6888217,Кемерово,59236,2020-07-02,2020-08-23,offline,4,42
7013402,Тобольск,64475,2020-02-04,2020-02-08,online,3,32
2407002,Усть-Илимск,81112,2020-06-08,2020-06-17,online,9,30
2407002,Усть-Илимск,81112,2020-06-08,2020-07-27,online,9,30
7013402,Тобольск,61767,2020-03-10,2020-04-16,offline,7,18
7013402,Тобольск,61767,2020-03-10,2020-03-14,offline,7,18
113347,Черкесск,66747,2020-08-19,2020-09-05,online,12,15
113347,Черкесск,66747,2020-08-19,2020-10-12,online,12,15
3439255,Ступино,43857,2021-05-25,2021-06-12,offline,13,19
9949746,Магнитогорск,66425,2022-07-09,2022-08-08,online,2,1
9949746,Магнитогорск,66425,2022-07-09,2022-08-11,online,2,1
9949746,Магнитогорск,66425,2022-07-09,2022-08-25,online,2,1
1083562,Нижневартовск,297,2020-02-26,2020-03-04,online,14,37
6922838,Альметьевск,27415,2022-05-07,2022-06-01,offline,15,30
7796294,Хасавюрт,27649,2020-07-15,2020-08-15,offline,10,49
5126609,Дзержинск,74376,2022-06-07,2022-07-24,offline,11,35
6740090,Георгиевск,71385,2020-01-29,2020-03-15,online,7,34
7964933,Ступино,16675,2020-11-06,2020-12-10,online,14,2
2033294,Кириши,31043,2020-09-08,2020-09-22,online,11,21
2033294,Кириши,31043,2020-09-08,2020-09-14,online,11,21
3656851,Ейск,32050,2022-05-07,2022-06-08,online,1,6
3164493,Волжск,61808,2022-02-23,2022-04-16,online,15,21
3704618,Туймазы,44861,2023-02-21,2023-02-26,online,14,18
5202940,Свободный,30732,2021-07-12,2021-08-31,online,9,43
5202940,Свободный,30732,2021-07-12,2021-08-23,online,9,43
3603634,Соликамск,50677,2023-01-06,2023-03-03,offline,8,28
6358354,Гатчина,23597,2020-01-24,2020-03-07,online,9,40
6358354,Гатчина,23597,2020-01-24,2020-03-04,online,9,40
6550808,Наро-Фоминск,73977,2023-03-30,2023-04-16,offline,13,41
6550808,Наро-Фоминск,73977,2023-03-30,2023-04-20,offline,13,41
7174299,Улан-Удэ,83785,2023-02-07,2023-03-14,online,15,32
8264228,Октябрьский,8696,2021-06-21,2021-07-08,offline,10,23
2523079,Воскресенск,28740,2022-11-13,2022-12-19,online,10,40
2903945,Мелеуз,55749,2021-12-06,2022-01-13,offline,6,4
2039915,Северск,80128,2021-09-29,2021-10-08,offline,13,47
1125364,Иваново,96027,2022-07-15,2022-07-27,online,11,5
1125364,Иваново,96027,2022-07-15,2022-08-26,online,11,5
1484345,Щекино,22173,2022-02-07,2022-03-12,offline,14,20
1484345,Щекино,22173,2022-02-07,2022-02-11,offline,14,20
5665531,Нягань,69122,2022-01-28,2022-02-10,offline,13,11
6276862,Набережные Челны,31662,2020-11-09,2020-12-08,offline,14,21
6276862,Набережные Челны,31662,2020-11-09,2020-12-13,offline,14,21
8929248,Бор,48879,2022-05-12,2022-07-11,online,8,44
8793286,Серов,34678,2020-11-25,2021-01-04,online,1,21
8793286,Серов,34678,2020-11-25,2021-01-16,online,1,21
8793286,Серов,34678,2020-11-25,2020-12-31,online,1,21
8793286,Серов,34678,2020-11-25,2021-01-04,online,1,21
8793286,Серов,34678,2020-11-25,2021-01-03,online,1,21
455715,Тюмень,8764,2020-10-03,2020-11-26,offline,9,13
436078,Бугульма,2702,2020-10-29,2020-11-08,offline,12,50
436078,Бугульма,2702,2020-10-29,2020-10-31,offline,12,50
436078,Бугульма,2702,2020-10-29,2020-11-19,offline,12,50
8828130,Чапаевск,45606,2022-01-03,2022-02-08,offline,6,38
1388281,Ангарск,64792,2022-01-13,2022-03-14,offline,7,8
1388281,Ангарск,64792,2022-01-13,2022-02-01,offline,7,8
